Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
4959;81,2;43,1;6,6;6,371;387,02;185,75;2670;74,1;0,00;0,00;0,14;0,00;2,19;0,53;0,00;0;12,89
5040;81,2;42,4;6,6;6,307;383,04;185,75;2698;74,1;0,00;0,00;0,14;0,00;2,15;0,53;0,00;0;12,60
5119;81,2;42,4;7,0;6,365;385,07;189,75;2741;74,1;0,00;0,00;0,14;0,00;2,17;0,53;0,00;0;12,64
5201;81,2;42,4;7,0;6,403;387,11;190,75;2741;74,1;0,00;0,00;0,14;0,00;2,17;0,53;0,00;0;12,77
5279;81,2;42,4;7,4;6,654;399,91;201,75;2806;74,1;0,00;0,00;0,14;0,00;2,24;0,53;0,00;0;13,04
5359;81,2;42,4;7,4;6,584;396,01;198,75;2792;74,1;0,00;0,00;0,14;0,00;2,19;0,53;0,00;0;12,98
5439;81,2;42,4;8,1;7,134;426,61;218,75;2852;74,1;0,00;0,00;0,14;0,00;2,30;0,53;0,00;0;12,60
5519;81,2;42,4;7,4;7,700;459,59;237,75;2877;74,1;0,00;0,00;0,14;0,00;2,34;0,53;0,00;0;12,76
5599;81,2;41,6;8,1;7,359;438,40;228,75;2902;74,1;0,00;0,00;0,14;0,00;2,46;0,53;0,00;0;12,41
5681;81,2;41,6;8,9;7,204;428,05;225,75;2933;74,1;0,00;0,00;0,14;0,00;2,40;0,51;0,00;0;12,14
5759;81,2;41,6;8,9;7,535;447,55;238,75;2967;74,1;0,00;0,00;0,14;0,00;2,34;0,51;0,00;0;12,22
5838;81,2;41,6;8,5;8,475;501,39;270,75;3003;74,1;0,00;0,00;0,14;0,00;2,44;0,51;-0,75;0;12,32
5918;81,2;41,6;8,5;8,405;495,71;269,75;3026;74,1;0,00;0,00;0,14;0,00;2,44;0,51;-0,75;0;12,08
5999;81,2;41,6;9,2;8,346;491,13;271,75;3077;74,1;0,00;0,00;0,14;0,00;2,48;0,51;-0,75;0;11,72
6081;81,2;40,1;9,6;8,565;502,83;281,75;3116;74,1;0,00;0,00;0,14;0,00;2,50;0,51;0,00;0;11,67
6159;81,2;40,1;11,1;7,674;451,37;255,75;3151;74,1;0,00;0,00;0,14;0,00;2,50;0,51;0,00;0;11,67
6240;81,2;40,1;10,0;8,560;502,41;287,75;3185;74,1;0,00;0,00;0,14;0,00;2,50;0,51;0,00;0;11,92
6321;81,2;40,1;10,7;8,261;483,59;281,75;3240;74,1;0,00;0,00;0,14;0,00;2,56;0,51;0,00;0;11,92
6401;81,2;40,1;10,7;8,336;488,33;285,75;3254;74,1;0,00;0,00;0,14;0,00;2,54;0,51;0,00;0;11,66
6480;81,2;40,1;11,1;8,133;475,53;283,75;3318;74,1;0,00;0,00;0,14;0,00;2,54;0,51;0,00;0;11,66
6559;81,2;39,4;11,1;9,110;531,57;318,75;3334;74,1;0,00;0,00;0,14;0,00;2,62;0,51;0,00;0;11,61
6640;82,0;39,4;11,8;7,604;445,09;269,75;3370;74,1;0,00;0,00;0,14;0,00;2,54;0,51;0,00;0;11,61
6719;82,0;39,4;11,8;8,480;494,01;303,75;3419;74,1;0,00;0,00;0,14;0,00;2,67;0,51;0,00;0;11,26
6799;82,0;39,4;11,8;8,282;482,82;299,75;3452;74,1;0,00;0,00;0,14;0,00;2,48;0,49;0,00;0;11,26
6879;82,0;39,4;11,8;8,459;494,01;308,75;3475;74,1;0,00;0,00;0,14;0,00;2,54;0,49;0,00;0;11,25
6960;82,0;39,4;11,5;7,791;455,10;288,75;3528;74,1;0,00;0,00;0,14;0,00;2,56;0,49;0,00;0;11,25
7040;82,0;38,7;11,1;8,496;497,07;317,75;3554;74,1;0,00;0,00;0,14;0,00;2,60;0,49;0,00;0;11,30
7119;82,0;38,7;11,1;8,485;496,90;319,75;3578;74,1;0,00;0,00;0,14;0,00;2,64;0,49;0,00;0;11,30
7201;82,0;38,7;11,1;8,202;480,53;311,75;3607;74,1;0,00;0,00;0,14;0,00;2,64;0,49;0,00;0;11,07
7279;82,0;38,7;11,1;7,898;463,24;303,75;3646;74,1;0,00;0,00;0,14;0,00;2,58;0,49;0,00;0;11,07
7359;82,0;38,7;11,1;7,930;463,32;305,75;3669;74,1;0,00;0,00;0,14;0,00;2,65;0,49;0,00;0;11,10
7439;82,0;38,7;10,7;8,015;468,49;312,75;3712;74,1;0,00;0,00;0,14;0,00;2,67;0,49;0,00;0;11,10
7522;82,0;38,7;10,7;8,272;484,43;326,75;3750;74,1;0,00;0,00;0,14;0,00;2,71;0,49;0,00;0;11,26
7600;82,0;37,9;10,7;7,973;465,78;314,75;3757;74,1;0,00;0,00;0,14;0,00;2,71;0,49;0,00;0;11,26
7679;81,2;37,9;10,3;8,288;485,28;332,75;3812;74,1;0,00;0,00;0,14;0,00;2,69;0,49;0,00;0;11,27
7760;81,2;37,9;10,7;7,786;453,83;312,75;3832;74,1;0,00;0,00;0,14;0,00;2,71;0,49;0,00;0;11,27
7841;81,2;37,9;10,3;8,432;493,67;343,75;3871;74,1;0,00;0,00;0,14;0,00;2,64;0,49;0,00;0;11,26
7920;81,2;37,9;10,3;8,368;490,28;343,75;3898;74,1;0,00;0,00;0,14;0,00;2,73;0,49;0,00;0;11,26
8000;81,2;37,9;10,0;8,170;475,62;337,75;3948;74,1;0,00;0,00;0,14;0,00;2,75;0,49;0,00;0;10,94
8081;81,2;37,2;10,0;8,400;489,94;350,75;3980;74,1;0,00;0,00;0,14;0,00;2,75;0,49;0,00;0;10,94
8162;81,2;37,2;10,0;8,293;483,59;347,75;3998;74,1;0,00;0,00;0,14;0,00;2,79;0,49;0,00;0;11,00
8241;81,2;37,2;9,6;8,597;506,73;367,75;4035;74,1;0,00;0,00;0,14;0,00;2,69;0,49;0,00;0;11,08
8318;81,2;37,2;9,6;8,549;501,56;367,75;4076;74,1;0,00;0,00;0,14;0,00;2,77;0,49;0,00;0;11,08
8400;81,2;37,2;9,2;8,341;486,98;359,75;4107;73,7;0,00;0,00;0,14;0,00;2,83;0,49;0,00;0;11,10
8481;81,2;37,2;9,2;8,768;522,41;385,75;4105;73,7;0,00;0,00;0,14;0,00;2,81;0,49;0,00;0;11,14
8560;81,2;37,2;9,2;8,640;510,46;380,75;4147;73,3;0,00;0,00;0,14;0,00;2,83;0,49;0,00;0;11,29
8639;82,0;37,2;9,2;8,731;516,82;390,75;4203;72,9;0,00;0,00;0,14;0,00;2,87;0,51;0,00;0;11,16
8720;82,0;37,2;9,2;8,523;498,76;378,75;4222;72,5;0,00;0,00;0,14;0,00;2,87;0,49;-0,75;0;11,13
8800;82,0;37,2;9,2;8,571;502,32;385,75;4269;72,2;0,00;0,00;0,14;0,00;2,79;0,49;-0,75;0;11,13
8879;82,0;37,2;9,2;8,672;510,12;392,75;4280;68,6;0,00;0,00;0,14;0,00;2,91;0,51;-0,75;0;11,22
8960;82,0;37,2;9,2;8,902;527,67;413,75;4359;58,0;0,00;0,00;0,14;0,00;2,93;0,51;-0,75;0;11,32
9042;82,0;36,4;9,2;9,260;551,15;432,75;4365;49,8;0,00;0,00;0,14;0,00;2,95;0,51;-0,75;0;11,32
9119;82,0;36,4;8,9;8,587;500,97;396,75;4403;48,6;0,00;0,00;0,14;0,00;2,87;0,51;-0,75;0;11,27
9200;81,2;36,4;12,2;2,852;178,12;140,75;4398;4,7;0,00;0,00;0,14;0,00;1,72;0,51;-0,75;0;11,16
9280;81,2;36,4;14,8;0,940;76,47;58,75;4282;0,0;0,00;0,00;0,14;0,00;1,42;0,51;0,00;0;11,05
9359;81,2;36,4;18,2;1,335;100,29;78,75;4374;0,0;0,00;0,00;0,14;-0,08;1,60;0,51;0,00;0;12,32
9439;81,2;36,4;21,5;0,833;63,16;49,75;4398;0,0;0,00;0,00;0,14;-0,28;1,27;0,51;0,00;0;11,57
9521;81,2;36,4;29,0;1,132;82,66;64,75;4369;0,0;0,00;0,00;0,14;0,00;1,42;0,51;0,00;0;10,76
9600;81,2;34,9;22,3;0,758;53,33;40,75;4269;0,0;0,00;0,00;0,14;0,00;1,15;0,64;0,00;0;10,76
9679;81,2;34,9;29,7;1,207;88,26;68,75;4340;0,0;0,00;0,00;0,14;0,00;1,44;4,26;0,00;0;17,30
9760;81,2;34,9;25,3;0,822;58,41;45,75;4373;0,0;0,00;0,00;0,14;0,00;1,25;4,67;0,00;0;17,30
9842;81,2;34,9;29,7;1,116;81,64;62,75;4286;0,0;0,00;0,00;0,14;0,00;1,39;4,72;0,00;0;20,33
9924;81,2;34,9;26,8;0,902;64,77;49,75;4289;0,0;0,00;0,00;0,14;0,00;1,31;4,76;0,00;0;20,33
10000;81,2;34,9;26,0;0,892;64,18;48,75;4240;0,0;0,00;0,00;0,14;0,00;1,29;4,78;0,00;0;20,33
10080;81,2;34,9;24,9;0,833;59,35;44,75;4210;0,0;0,00;0,00;0,14;0,00;1,23;4,80;0,00;0;20,33
10161;81,2;34,9;27,1;0,956;69,27;51,75;4168;0,0;0,00;0,00;0,14;0,00;1,31;4,82;0,00;0;20,33
10239;81,2;34,9;24,5;0,828;59,01;43,75;4140;0,0;0,00;0,00;0,14;0,00;1,17;4,82;0,00;0;20,33
10320;81,2;34,9;24,1;0,838;59,69;43,75;4092;0,0;0,00;0,00;0,14;0,00;1,15;4,84;0,00;0;20,33
10399;81,2;34,9;24,5;0,876;62,82;45,75;4067;0,0;0,00;0,00;0,14;0,00;1,19;4,84;0,00;0;20,33
10480;81,2;34,9;24,1;0,881;63,33;45,75;4032;0,0;0,00;0,00;0,14;0,00;1,19;4,84;0,00;0;20,33
10559;81,2;34,9;21,5;0,806;57,14;40,75;3984;0,0;0,00;0,00;0,14;0,00;1,13;4,84;0,00;0;20,33
10639;81,2;34,9;18,9;0,721;50,44;35,75;3961;0,0;0,00;0,00;0,14;0,00;1,13;4,84;0,00;0;20,33
10721;81,2;34,9;21,2;0,833;59,43;41,75;3924;0,0;0,00;0,00;0,14;0,00;1,19;4,86;0,00;0;20,33
10799;81,2;34,9;20,0;0,844;60,11;41,75;3882;0,0;0,00;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
10879;81,2;34,9;18,2;0,796;56,46;38,75;3836;0,0;0,00;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
10960;81,2;34,9;18,9;0,838;59,77;40,75;3810;0,0;0,00;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
11040;81,2;36,4;17,4;0,828;58,75;39,75;3779;0,0;0,00;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
11121;81,2;36,4;17,8;0,833;59,35;39,75;3743;0,0;0,00;0,00;0,14;0,00;1,05;4,86;0,00;0;20,33
11200;82,0;36,4;15,6;0,742;52,31;34,75;3715;0,0;0,00;0,00;0,14;0,00;1,07;4,86;0,00;0;20,33
11280;82,0;36,4;15,2;0,753;52,99;34,75;3670;0,0;0,00;0,00;0,14;0,00;1,07;4,86;0,00;0;20,33
11361;82,0;36,4;17,1;0,838;59,52;38,75;3639;0,0;0,00;0,00;0,14;0,00;1,13;4,86;0,00;0;20,33
11439;82,0;36,4;13,7;0,705;49,34;31,75;3602;0,0;0,00;0,00;0,14;0,00;1,02;4,86;0,00;0;20,33
11520;82,0;36,4;14,1;0,732;51,21;32,75;3579;0,0;0,00;0,00;0,14;0,00;1,05;4,86;0,00;0;20,33
11598;82,0;36,4;14,1;0,737;51,80;32,75;3538;0,0;0,00;0,00;0,14;0,00;1,05;4,86;0,00;0;20,33
11680;81,2;36,4;13,7;0,748;52,39;32,75;3496;0,0;0,00;0,00;0,14;0,00;1,02;4,86;0,00;0;20,33
11760;81,2;36,4;13,7;0,732;51,38;31,75;3459;0,0;0,00;0,00;0,14;0,00;1,03;4,86;0,00;0;20,33
11840;81,2;36,4;15,2;0,817;58,16;35,75;3438;0,0;0,00;0,00;0,14;0,00;1,11;4,86;0,00;0;20,33
11919;81,2;36,4;13,0;0,721;50,36;30,75;3419;0,0;0,00;0,00;0,14;0,00;1,02;4,86;0,00;0;20,33
12000;81,2;36,4;10,0;0,625;42,64;25,75;3383;0,0;0,00;0,00;0,14;0,00;0,98;4,86;0,00;0;20,33
12079;81,2;37,2;12,6;0,753;52,56;31,75;3380;0,0;0,00;0,00;0,14;0,00;1,00;4,86;0,00;0;20,33
12160;82,0;37,2;9,2;0,587;39,68;23,75;3358;0,0;0,00;0,00;0,14;0,00;0,90;4,86;0,00;0;20,33
12239;82,0;37,2;11,5;0,694;48,16;28,75;3343;0,0;0,00;0,00;0,14;0,00;1,00;4,86;0,00;0;20,33
12321;82,0;37,2;10,7;0,651;44,85;26,75;3341;0,0;0,00;0,00;0,14;0,00;0,96;4,86;0,00;0;20,33
12400;82,0;37,2;8,5;0,571;38,49;22,75;3313;0,0;0,00;0,00;0,14;0,00;0,90;4,86;0,00;0;20,33
12480;82,0;37,2;10,0;0,635;43,75;25,75;3302;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
12559;82,0;37,2;11,5;0,726;50,53;29,75;3294;0,0;0,00;0,00;0,14;0,00;1,00;4,86;0,00;0;20,33
12640;82,0;37,2;10,0;0,667;45,87;26,75;3268;0,0;0,00;0,00;0,14;0,00;0,96;4,86;0,00;0;20,33
12720;82,0;37,2;7,7;0,582;39,25;22,75;3253;0,0;0,00;0,00;0,14;0,00;0,86;4,86;0,00;0;20,33
12800;82,0;37,2;8,9;0,625;42,81;24,75;3243;0,0;0,00;0,00;0,14;0,00;0,90;4,86;0,00;0;20,33
12879;82,0;37,2;9,2;0,651;44,93;25,75;3213;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
12960;82,0;37,2;8,1;0,609;41,54;23,75;3207;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
13039;82,0;37,9;10,7;0,721;50,19;28,75;3205;0,0;0,00;0,00;0,14;0,00;0,98;4,86;0,00;0;20,33
13120;82,0;37,9;8,5;0,635;43,41;24,75;3194;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
13199;82,0;37,9;8,9;0,662;45,53;25,75;3173;0,0;0,00;0,00;0,14;0,00;0,96;4,86;0,00;0;20,33
13280;82,0;37,9;9,6;0,684;47,22;26,75;3175;0,0;0,00;0,00;0,14;0,00;0,92;4,86;0,00;0;20,33
13360;82,0;37,9;9,6;0,684;47,39;26,75;3164;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
13442;82,0;37,9;8,9;0,662;45,78;25,75;3155;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
13519;82,0;37,9;10,3;0,732;51,12;28,75;3148;0,0;0,00;0,00;0,14;0,00;0,98;4,86;0,00;0;20,33
13600;82,0;37,9;7,7;0,619;42,47;23,75;3138;0,0;0,00;0,00;0,14;0,00;0,92;4,86;0,00;0;20,33
13680;82,0;37,9;8,9;0,667;46,12;25,75;3130;0,0;0,00;0,00;0,14;0,00;0,90;4,86;0,00;0;20,33
13761;82,0;37,9;8,1;0,646;44,42;24,75;3126;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
13839;82,0;37,9;8,9;0,667;46,21;25,75;3121;0,0;0,00;0,00;0,14;0,00;0,92;4,86;0,00;0;20,33
13920;82,0;37,9;8,9;0,673;46,46;25,75;3106;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
14000;82,0;37,9;8,9;0,673;46,46;25,75;3104;0,0;0,00;0,00;0,14;0,00;0,96;4,86;0,00;0;20,33
14080;82,0;38,7;8,1;0,678;46,71;25,75;3092;0,0;0,00;0,00;0,14;0,00;0,94;4,86;0,00;0;20,33
14159;82,0;38,7;8,1;0,684;46,97;25,75;3073;0,4;0,00;0,00;0,14;0,00;0,96;4,86;0,00;0;20,33
14239;82,0;38,7;13,3;1,479;66,72;36,75;3081;5,5;0,00;0,00;0,14;0,00;1,11;4,86;0,00;0;20,33
14320;82,0;38,7;17,4;2,232;115,81;64,75;3118;9,0;0,00;0,00;0,14;2,98;1,44;4,86;0,00;0;20,33
14398;82,0;38,7;20,8;2,488;143,28;81,75;3178;10,2;0,00;0,00;0,14;3,76;1,54;4,86;0,00;0;20,33
14478;82,0;38,7;24,9;2,392;149,81;83,75;3115;10,2;0,00;0,00;0,14;2,65;1,56;0,98;0,00;0;20,33
14558;82,0;38,7;28,2;2,125;136,75;74,75;3047;10,6;0,00;0,00;0,14;1,84;1,50;0,62;0,00;0;13,42
14641;82,0;38,7;29,0;2,029;131,58;73,75;3123;10,6;0,00;0,00;0,14;1,05;1,54;0,68;0,00;0;13,42
14720;82,0;38,7;27,9;2,334;147,01;81,75;3098;10,6;0,00;0,00;0,14;3,97;1,58;4,37;0,00;0;16,24
14799;82,0;38,7;27,9;2,302;144,55;80,75;3113;10,6;0,00;0,00;0,14;4,81;1,58;4,65;0,00;0;16,24
14879;82,0;38,7;28,2;2,366;148,03;82,75;3114;10,6;0,00;0,00;0,14;5,60;1,56;4,70;0,00;0;16,14
14959;82,0;38,7;28,6;2,211;137,26;76,75;3115;10,6;0,00;0,00;0,14;6,41;1,58;4,72;0,00;0;14,94
15039;82,0;39,4;28,2;2,355;144,97;81,75;3142;10,6;0,00;0,00;0,14;7,22;1,56;4,76;0,00;0;15,05
15119;82,0;39,4;28,6;2,286;140,31;78,75;3127;10,6;0,00;0,00;0,14;7,99;1,52;4,72;0,00;0;15,05
15199;82,0;39,4;28,2;2,382;144,97;81,75;3141;10,6;0,00;0,00;0,14;8,79;1,56;4,18;0,00;0;14,76
15280;82,0;39,4;28,2;2,371;143,19;80,75;3142;10,6;0,00;0,00;0,14;9,61;1,54;3,16;0,00;0;14,82
15359;82,0;39,4;28,2;2,344;144,47;81,75;3152;10,6;0,00;0,00;0,14;7,68;1,54;0,82;0,00;0;14,61
15440;82,0;39,4;27,9;2,462;153,11;86,75;3156;10,6;0,00;0,00;0,14;6,85;1,58;0,64;0,00;0;14,02
15519;82,0;39,4;28,2;2,291;144,04;81,75;3162;10,6;0,00;0,00;0,14;6,03;1,54;0,59;0,00;0;13,86
15598;82,0;39,4;27,5;2,520;159,22;90,75;3174;10,6;0,00;0,00;0,14;5,20;1,62;0,57;0,00;0;13,60
15681;82,0;39,4;28,2;2,184;139,72;79,75;3180;10,6;0,00;0,00;0,14;4,37;1,56;0,57;0,00;0;13,72
15758;82,0;39,4;28,2;2,099;136,07;77,75;3183;10,6;0,00;0,00;0,14;3,55;1,58;0,57;0,00;0;13,69
15839;82,0;39,4;28,6;0,785;68,25;38,75;3173;0,4;0,00;0,00;0,14;2,79;1,09;0,57;0,00;0;13,72
15919;82,0;39,4;26,0;0,774;62,91;34,75;3088;0,4;0,00;0,00;0,14;2,22;1,05;0,59;0,00;0;13,86
