Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
1442;81,2;40,1;8,5;9,345;554,46;443,75;4449;75,3;0,00;0,00;0,14;0,00;2,95;0,45;-0,38;0;11,13
1519;81,2;40,1;8,5;9,484;560,99;455,75;4516;75,3;0,00;0,00;0,14;0,00;2,93;0,45;0,00;0;11,67
1601;81,2;40,1;8,5;9,964;588,29;486,75;4599;75,3;0,00;0,00;0,14;0,00;3,06;0,45;0,00;0;11,67
1682;81,2;40,1;8,5;9,398;556,41;471,75;4713;75,3;0,00;0,00;0,14;0,00;3,05;0,45;0,00;0;11,39
1761;81,2;38,7;8,9;10,029;595,49;509,75;4758;75,3;0,00;0,00;0,14;0,00;3,10;0,45;0,00;0;11,36
1840;81,2;38,7;9,2;9,799;584,98;512,75;4872;75,3;0,00;0,00;0,14;0,00;3,08;0,45;0,00;0;11,27
1922;81,2;38,7;8,9;10,023;601,51;536,75;4960;75,3;0,00;0,00;0,14;0,00;3,16;0,45;0,00;0;11,42
2002;81,2;38,7;8,9;10,632;644,75;586,75;5058;75,3;0,00;0,00;0,14;0,00;3,20;0,45;0,00;0;11,30
2080;81,2;38,7;9,2;9,324;565,14;523,75;5151;75,3;0,00;0,00;0,14;0,00;3,18;0,45;0,00;0;11,44
2161;81,2;38,7;8,9;9,751;591,17;550,75;5178;75,3;0,00;0,00;0,14;0,00;3,22;0,45;0,00;0;11,47
2243;81,2;38,7;8,9;10,007;607,19;578,75;5298;75,3;0,00;0,00;0,14;0,00;3,18;0,45;0,00;0;11,35
2320;81,2;37,9;9,2;9,740;591,68;568,75;5343;75,3;0,00;0,00;0,14;0,00;3,24;0,45;0,00;0;11,41
2402;81,2;37,9;8,9;10,290;626,19;612,75;5439;75,3;0,00;0,00;0,14;0,00;3,18;0,45;0,00;0;11,75
2481;81,2;37,9;8,9;10,146;616,94;612,75;5520;75,3;0,00;0,00;0,14;0,00;3,32;0,45;0,00;0;11,45
2560;81,2;37,9;8,5;9,713;590,75;595,75;5605;75,3;0,00;0,00;0,14;0,00;3,40;0,45;0,00;0;11,41
2641;81,2;37,9;8,9;10,392;633,39;643,75;5649;75,3;0,00;0,00;0,14;0,00;3,32;0,45;0,00;0;11,51
2720;81,2;37,9;8,5;9,398;570,32;591,75;5767;75,3;0,00;0,00;0,14;0,00;3,32;0,45;0,00;0;11,42
2803;81,2;37,2;8,1;10,482;637,38;673,75;5875;75,3;0,00;0,00;0,14;0,00;3,44;0,45;0,00;0;11,44
2880;81,2;37,2;8,1;10,125;614,40;651,75;5896;75,3;0,00;0,00;0,14;0,00;3,34;0,45;0,00;0;11,29
2962;81,2;37,2;8,9;10,675;651,45;696,75;5944;75,3;0,00;0,00;0,14;0,00;3,44;0,45;0,00;0;11,41
3040;81,2;37,2;7,7;10,173;615,59;666,75;6020;75,3;0,00;0,00;0,14;0,00;3,42;0,45;0,00;0;11,33
3120;81,2;37,2;7,7;10,493;636,70;700,75;6117;75,3;0,00;0,00;0,14;0,00;3,36;0,45;0,00;0;11,33
3200;81,2;37,2;7,7;10,530;638,90;715,75;6226;75,3;0,00;0,00;0,14;0,00;3,46;0,45;0,00;0;11,08
3281;81,2;37,2;8,1;10,440;632,80;708,75;6225;74,9;0,00;0,00;0,14;0,00;3,57;0,45;0,00;0;11,08
3359;81,2;37,2;9,6;7,059;417,80;475,75;6329;14,5;0,00;0,00;0,14;0,00;2,91;0,45;0,00;0;11,07
3441;81,2;37,2;-13,5;0,491;33,06;34,75;5870;0,0;0,00;0,00;0,14;0,00;1,05;0,47;0,00;0;11,07
3520;81,2;37,2;-10,5;0,603;42,90;43,75;5688;0,0;0,00;0,00;0,14;0,00;1,25;0,51;0,00;0;11,42
3601;81,2;37,2;-10,9;0,566;40,52;39,75;5476;0,0;0,00;0,00;0,14;0,00;1,05;0,51;0,00;0;11,42
3681;81,2;37,2;-0,8;1,084;81,05;76,75;5276;0,0;0,00;0,00;0,14;0,00;1,48;1,60;0,00;0;15,07
3762;81,2;36,4;-5,3;0,785;57,90;52,75;5080;0,0;0,00;0,00;0,14;0,00;1,25;4,35;0,00;0;15,07
3841;81,2;36,4;-0,1;1,009;74,86;65,75;4894;0,0;0,00;0,00;0,14;0,00;1,44;4,57;0,00;0;20,33
3919;81,2;36,4;-3,5;0,844;61,30;51,75;4711;0,0;0,00;0,00;0,14;0,00;1,21;4,65;0,00;0;20,33
4000;81,2;36,4;1,0;1,047;77,07;62,75;4542;0,0;0,00;0,00;0,14;0,00;1,42;4,70;0,00;0;20,33
4079;81,2;36,4;-0,1;0,945;68,59;53,75;4371;0,0;0,00;0,00;0,14;0,00;1,25;4,74;0,00;0;20,33
4159;81,2;36,4;1,4;0,999;72,49;54,75;4213;0,0;0,00;0,00;0,14;0,00;1,27;4,76;0,00;0;20,33
4240;81,2;36,4;-0,1;0,758;64,43;46,75;4051;0,0;0,00;0,00;0,14;0,00;1,25;4,78;0,00;0;20,33
4321;81,2;35,7;8,5;10,899;632,54;455,75;4005;42,0;0,00;0,00;0,14;0,00;3,01;4,78;0,00;0;20,33
4399;81,2;35,7;8,5;5,639;322,84;256,75;4422;69,8;0,00;0,00;0,14;0,00;2,44;0,53;0,00;0;20,33
4480;81,2;35,7;8,5;5,527;332,42;351,75;5883;74,9;0,00;0,00;0,14;0,00;2,69;0,49;0,00;0;12,01
4561;81,2;35,7;9,6;6,285;379,98;436,75;6389;75,3;0,00;0,00;0,14;0,00;2,95;0,49;0,00;0;12,01
4640;81,2;35,7;8,5;6,963;422,37;490,75;6458;67,8;0,00;0,00;0,14;0,00;3,06;0,47;0,00;0;12,55
4722;81,2;35,7;-21,7;0,587;38,41;47,75;6941;0,0;0,00;0,00;0,14;0,00;1,23;0,47;0,00;0;12,55
4801;81,2;36,4;-21,4;0,758;52,65;63,75;6752;0,0;0,00;0,00;0,14;0,00;1,41;1,60;0,00;0;19,55
4881;80,5;36,4;26,0;0,726;50,27;58,75;6511;0,0;0,00;0,00;0,14;0,00;1,39;4,43;0,00;0;19,55
4962;80,5;36,4;30,5;0,876;63,58;71,75;6287;0,0;0,00;0,00;0,14;0,00;1,50;4,61;0,00;0;20,33
5041;80,5;36,4;25,3;0,630;43,92;47,75;6063;0,0;0,00;0,00;0,14;0,00;1,29;4,68;0,00;0;20,33
5119;80,5;36,4;29,0;0,806;58,75;61,75;5862;0,0;0,00;0,00;0,14;0,00;1,41;4,74;0,00;0;20,33
5200;80,5;36,4;29,4;0,780;56,89;57,75;5663;0,0;0,00;0,00;0,14;0,00;1,29;4,76;0,00;0;20,33
5282;80,5;36,4;32,4;0,897;67,32;65,75;5447;0,0;0,00;0,00;0,14;0,00;1,41;4,78;0,00;0;20,33
5360;81,2;36,4;32,0;0,892;66,55;62,75;5258;0,0;0,00;0,00;0,14;0,00;1,37;4,80;0,00;0;20,33
5441;81,2;36,4;30,5;0,817;60,19;54,75;5072;0,0;0,00;0,00;0,14;0,00;1,33;4,80;0,00;0;20,33
5521;81,2;36,4;29,4;0,828;60,11;52,75;4895;0,0;0,00;0,00;0,14;0,00;1,37;4,80;0,00;0;20,33
5599;81,2;36,4;29,7;0,892;64,77;54,75;4717;0,0;0,00;0,00;0,14;0,00;1,31;4,82;0,00;0;20,33
5681;81,2;36,4;28,6;0,892;64,69;52,75;4550;0,0;0,00;0,00;0,14;0,00;1,35;4,80;0,00;0;20,33
5760;81,2;37,2;28,2;0,929;67,15;52,75;4382;0,0;0,00;0,00;0,14;0,00;1,27;4,80;0,00;0;20,33
5840;81,2;37,2;26,4;0,897;64,35;48,75;4227;0,0;0,00;0,00;0,14;0,00;1,25;4,82;0,00;0;20,33
5921;81,2;37,2;25,3;0,908;65,53;47,75;4065;0,0;0,00;0,00;0,14;0,00;1,25;4,82;0,00;0;20,33
6000;81,2;37,2;24,9;0,945;68,25;47,75;3907;0,0;0,00;0,00;0,14;0,00;1,23;4,82;0,00;0;20,33
6080;81,2;37,2;22,7;0,886;63,50;42,75;3762;0,0;0,00;0,00;0,14;0,00;1,19;4,82;0,00;0;20,33
6161;81,2;37,2;18,2;0,742;52,31;33,75;3611;0,0;0,00;0,00;0,14;0,00;1,09;4,82;0,00;0;20,33
6240;81,2;37,2;21,5;0,934;67,15;41,75;3472;0,0;0,00;0,00;0,14;0,00;1,19;4,82;0,00;0;20,33
6319;81,2;37,9;17,8;0,844;59,94;35,75;3336;0,0;0,00;0,00;0,14;0,00;1,07;4,82;0,00;0;20,33
6400;81,2;37,9;13,3;0,742;52,05;29,75;3198;0,0;0,00;0,00;0,14;0,00;1,03;4,82;0,00;0;20,33
6480;81,2;37,9;14,4;0,849;59,85;32,75;3061;0,0;0,00;0,00;0,14;0,00;1,03;4,82;0,00;0;20,33
6558;81,2;37,9;8,5;0,689;47,48;24,75;2924;0,0;0,00;0,00;0,14;0,00;0,92;4,82;0,00;0;20,33
6640;81,2;37,9;7,7;0,721;49,77;24,75;2790;0,0;0,00;0,00;0,14;0,00;0,94;4,82;0,00;0;20,33
6720;81,2;37,9;4,7;0,673;45,95;21,75;2660;0,8;0,00;0,00;0,14;0,00;0,90;4,82;0,00;0;20,33
6800;81,2;37,9;14,4;1,848;88,60;40,75;2571;7,5;0,00;0,00;0,14;0,00;1,17;4,82;0,00;0;20,33
6879;81,2;37,9;15,6;3,786;220,60;102,75;2594;15,7;0,00;0,00;0,14;0,35;1,76;4,82;0,00;0;20,33
6961;81,2;37,9;5,1;5,207;307,41;156,75;2837;22,0;0,00;0,00;0,14;0,30;2,01;4,80;0,00;0;20,33
7039;81,2;37,9;7,0;4,566;280,11;138,75;2757;23,1;0,00;0,00;0,14;0,00;1,91;0,51;0,00;0;20,33
7120;81,2;37,9;9,2;3,797;247,22;121,75;2741;23,1;0,00;0,00;0,14;0,00;1,85;0,49;0,00;0;13,13
7199;81,2;37,9;10,0;3,749;243,91;119,75;2733;24,3;0,00;0,00;0,14;0,00;1,85;0,57;0,00;0;13,13
7281;81,2;38,7;9,6;4,122;264,34;130,75;2753;25,1;0,00;0,00;0,14;0,00;1,89;1,91;0,00;0;15,29
7360;81,2;38,7;8,9;4,518;284,10;139,75;2738;25,5;0,00;0,00;0,14;0,00;1,91;4,27;0,00;0;15,29
7441;81,2;38,7;9,2;4,438;279,27;138,75;2765;25,5;0,00;0,00;0,14;0,00;1,91;4,47;0,00;0;15,14
7520;81,2;38,7;8,5;4,544;285,45;140,75;2744;25,5;0,00;0,00;0,14;0,00;1,95;4,59;0,00;0;15,14
7598;81,2;38,7;8,5;4,651;290,03;144,75;2777;25,5;0,00;0,00;0,14;0,00;1,97;4,59;0,00;0;14,74
7679;81,2;38,7;8,5;4,624;288,76;143,75;2770;25,5;0,00;0,00;0,14;0,00;1,91;1,13;0,00;0;14,74
7759;81,2;38,7;8,5;4,363;275,87;137,75;2779;25,5;0,00;0,00;0,14;0,00;1,97;0,61;0,00;0;14,05
7839;81,2;38,7;8,5;4,640;289,52;144,75;2782;25,5;0,00;0,00;0,14;0,00;1,97;0,55;0,00;0;14,05
7920;82,0;38,7;8,5;4,539;284,27;142,75;2795;25,5;0,00;0,00;0,14;0,00;2,01;0,53;0,00;0;13,98
8002;82,0;38,7;7,7;5,004;306,65;154,75;2808;25,5;0,00;0,00;0,14;0,00;2,01;0,53;0,00;0;13,98
8080;82,0;38,7;7,7;5,020;307,67;155,75;2817;25,5;0,00;0,00;0,14;0,00;1,99;0,51;0,00;0;13,63
8160;82,0;38,7;7,7;5,591;338,02;171,75;2827;25,5;0,00;0,00;0,14;0,00;2,09;0,49;0,00;0;13,63
8240;82,0;38,7;7,7;5,468;331,32;168,75;2834;25,5;0,00;0,00;0,14;0,00;2,07;0,49;0,00;0;13,29
8321;82,0;38,7;7,7;6,077;365,15;186,75;2845;25,5;0,00;0,00;0,14;0,00;2,11;0,49;0,00;0;13,29
8399;82,0;38,7;7,7;5,970;358,45;183,75;2852;25,5;0,00;0,00;0,14;0,00;2,17;0,47;0,00;0;13,16
8482;82,0;38,7;8,1;5,842;351,07;180,75;2864;25,5;0,00;0,00;0,14;0,00;2,15;0,47;0,00;0;12,92
8558;82,0;38,7;8,9;5,532;333,02;171,75;2869;25,5;0,00;0,00;0,14;0,00;2,11;0,47;0,00;0;12,88
8641;82,0;38,7;8,1;6,082;365,06;188,75;2876;25,5;0,00;0,00;0,14;0,00;2,19;0,47;0,00;0;12,97
8722;82,0;38,7;8,1;6,221;371,76;193,75;2899;24,3;0,00;0,00;0,14;0,00;2,23;0,47;0,00;0;13,23
8800;82,0;38,7;9,2;5,650;338,27;176,75;2907;19,2;0,00;0,00;0,14;0,00;2,07;0,47;0,00;0;12,92
8879;82,0;38,7;10,0;3,642;233,74;121,75;2899;10,2;0,00;0,00;0,14;0,00;1,78;0,47;0,00;0;12,89
8960;82,0;38,7;12,2;1,052;106,48;54,75;2869;1,2;0,00;0,00;0,14;0,00;1,31;0,47;0,00;0;12,41
9039;82,0;38,7;14,4;0,908;91,99;47,75;2899;0,8;0,00;0,00;0,14;-1,93;1,25;0,47;0,00;0;12,44
9120;82,0;38,7;16,7;0,993;88,68;45,75;2881;0,4;0,00;0,00;0,14;-2,51;1,21;0,47;0,00;0;13,24
9202;82,0;38,7;18,2;0,678;57,99;29,75;2874;0,4;0,00;0,00;0,14;-2,96;1,07;0,45;0,00;0;12,51
9279;82,0;37,9;18,5;0,534;44,51;22,75;2869;0,4;0,00;0,00;0,14;-3,36;0,90;0,45;0,00;0;11,03
9359;82,0;37,9;8,5;0,651;44,76;22,75;2850;0,4;0,00;0,00;0,14;0,00;0,84;0,45;0,00;0;10,64
9439;82,0;37,9;7,7;0,619;42,31;21,75;2889;0,4;0,00;0,00;0,14;0,00;0,86;0,45;0,00;0;10,85
9520;82,0;37,9;11,8;0,828;58,33;29,75;2855;0,4;0,00;0,00;0,14;0,00;0,96;0,45;0,00;0;11,79
9599;82,0;37,9;11,8;0,849;60,02;30,75;2868;0,4;0,00;0,00;0,14;0,00;0,94;0,51;0,00;0;13,23
9679;82,0;37,9;5,5;0,603;40,78;20,75;2857;0,4;0,00;0,00;0,14;0,00;0,88;2,73;0,00;0;15,36
9761;82,0;37,2;8,9;0,753;52,48;26,75;2854;0,4;0,00;0,00;0,14;0,00;0,96;4,37;0,00;0;20,33
9841;82,0;37,2;7,4;0,705;48,92;24,75;2835;0,4;0,00;0,00;0,14;0,00;0,88;4,53;0,00;0;20,33
9921;82,0;37,2;4,7;0,603;41,03;20,75;2840;0,4;0,00;0,00;0,14;0,00;0,86;4,63;0,00;0;20,33
9999;82,0;37,2;6,6;0,684;47,14;23,75;2828;0,4;0,00;0,00;0,14;0,00;0,86;4,70;0,00;0;20,33
10086;82,0;37,2;4,0;0,582;39,34;19,75;2820;0,4;0,00;0,00;0,14;0,00;0,84;4,72;0,00;0;20,33
10170;82,0;37,2;5,5;0,635;43,32;21,75;2817;0,4;0,00;0,00;0,14;0,00;0,88;4,76;0,00;0;20,33
10249;82,0;37,2;5,1;0,635;43,58;21,75;2803;0,4;0,00;0,00;0,14;0,00;0,84;4,76;0,00;0;20,33
10330;82,0;37,2;4,7;0,641;43,75;21,75;2792;0,4;0,00;0,00;0,14;0,00;0,90;4,78;0,00;0;20,33
10410;82,0;37,2;6,6;0,721;49,77;24,75;2789;0,4;0,00;0,00;0,14;0,00;0,90;4,80;0,00;0;20,33
10489;82,0;37,2;4,0;0,619;41,88;20,75;2783;0,4;0,00;0,00;0,14;0,00;0,86;4,80;0,00;0;20,33
10570;82,0;37,2;5,9;0,700;48,16;23,75;2769;0,4;0,00;0,00;0,14;0,00;0,90;4,80;0,00;0;20,33
10650;82,0;37,2;6,6;0,726;50,27;24,75;2762;0,4;0,00;0,00;0,14;0,00;0,92;4,80;0,00;0;20,33
10730;82,0;37,2;7,4;0,753;52,31;25,75;2760;0,4;0,00;0,00;0,14;0,00;0,94;4,80;0,00;0;20,33
10810;82,0;37,2;4,4;0,651;44,34;21,75;2752;0,4;0,00;0,00;0,14;0,00;0,88;4,80;0,00;0;20,33
10890;82,0;37,2;6,2;0,732;50,61;24,75;2743;0,4;0,00;0,00;0,14;0,00;0,88;4,80;0,00;0;20,33
10970;82,0;37,2;3,3;0,598;40,52;19,75;2738;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
11050;82,0;37,2;4,7;0,651;44,59;21,75;2736;0,4;0,00;0,00;0,14;0,00;0,90;4,80;0,00;0;20,33
11130;82,0;37,2;5,9;0,710;48,83;23,75;2727;0,4;0,00;0,00;0,14;0,00;0,88;4,82;0,00;0;20,33
11210;82,0;37,2;4,7;0,657;44,93;21,75;2720;0,4;0,00;0,00;0,14;0,00;0,88;4,80;0,00;0;20,33
11289;82,0;37,9;5,5;0,689;47,22;22,75;2706;0,4;0,00;0,00;0,14;0,00;0,92;4,82;0,00;0;20,33
11370;82,0;37,9;2,5;0,582;39,08;18,75;2697;0,4;0,00;0,00;0,14;0,00;0,82;4,82;0,00;0;20,33
11450;82,0;37,9;3,3;0,609;41,29;19,75;2686;0,4;0,00;0,00;0,14;0,00;0,86;4,82;0,00;0;20,33
11529;82,0;37,9;3,6;0,641;43,49;20,75;2682;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
11608;82,0;37,9;3,3;0,614;41,46;19,75;2680;0,4;0,00;0,00;0,14;0,00;0,80;4,82;0,00;0;20,33
11689;82,0;37,9;3,3;0,614;41,63;19,75;2669;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
11769;82,0;37,9;4,4;0,667;45,87;21,75;2663;0,4;0,00;0,00;0,14;0,00;0,86;4,82;0,00;0;20,33
11849;82,0;37,9;5,1;0,726;50,10;23,75;2660;0,4;0,00;0,00;0,14;0,00;0,88;4,82;0,00;0;20,33
11928;82,0;37,9;4,0;0,673;46,04;21,75;2651;0,4;0,00;0,00;0,14;0,00;0,90;4,82;0,00;0;20,33
12011;82,0;37,9;2,1;0,593;39,93;18,75;2642;0,4;0,00;0,00;0,14;0,00;0,86;4,82;0,00;0;20,33
12089;82,0;37,9;4,0;0,678;46,46;21,75;2631;0,4;0,00;0,00;0,14;0,00;0,88;4,82;0,00;0;20,33
12170;82,0;37,9;2,9;0,651;44,51;20,75;2618;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
12249;82,0;38,7;2,5;0,625;42,47;19,75;2615;0,4;0,00;0,00;0,14;0,00;0,82;4,82;0,00;0;20,33
12329;82,0;38,7;5,9;0,764;53,24;24,75;2608;0,4;0,00;0,00;0,14;0,00;0,90;4,82;0,00;0;20,33
12409;82,0;38,7;3,6;0,684;46,88;21,75;2603;0,4;0,00;0,00;0,14;0,00;0,88;4,82;0,00;0;20,33
12489;82,0;38,7;1,0;0,571;38,49;17,75;2594;0,4;0,00;0,00;0,14;0,00;0,82;4,82;0,00;0;20,33
12569;82,0;38,7;1,0;0,577;38,66;17,75;2586;0,4;0,00;0,00;0,14;0,00;0,76;4,82;0,00;0;20,33
12648;82,0;38,7;4,7;0,748;51,72;23,75;2578;0,4;0,00;0,00;0,14;0,00;0,90;4,80;0,00;0;20,33
12729;82,0;38,7;2,1;0,635;43,15;19,75;2574;0,4;0,00;0,00;0,14;0,00;0,82;4,82;0,00;0;20,33
12811;82,0;38,7;1,4;0,609;41,20;18,75;2558;0,4;0,00;0,00;0,14;0,00;0,80;4,82;0,00;0;20,33
12889;82,7;38,7;1,0;0,582;39,17;17,75;2551;0,4;0,00;0,00;0,14;0,00;0,78;4,82;0,00;0;20,33
12969;82,7;38,7;3,6;0,700;47,99;21,75;2545;0,4;0,00;0,00;0,14;0,00;0,86;4,82;0,00;0;20,33
13049;82,7;38,7;1,8;0,641;43,75;19,75;2538;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
13130;82,7;38,7;1,8;0,641;43,83;19,75;2533;0,4;0,00;0,00;0,14;0,00;0,84;4,82;0,00;0;20,33
13210;82,7;38,7;1,0;0,619;41,88;18,75;2518;0,8;0,00;0,00;0,14;0,00;0,82;4,82;0,00;0;20,33
13289;82,7;39,4;11,5;1,474;65,96;29,75;2525;6,3;0,00;0,00;0,14;0,00;1,03;4,82;0,00;0;20,33
13372;82,7;39,4;14,8;2,707;143,96;65,75;2546;10,2;0,00;0,00;0,14;3,14;1,46;4,82;0,00;0;20,33
13450;82,7;39,4;17,8;2,910;166,59;77,75;2601;11,8;0,00;0,00;0,14;3,94;1,58;4,82;0,00;0;20,33
13530;82,7;39,4;20,8;3,054;184,57;82,75;2498;13,7;0,00;0,00;0,14;2,80;1,58;0,74;0,00;0;20,33
